DATA,RESOLUÇÃO,CTT,,DEMANDA,ESCRITÓRIO,ATIVO/RECEPTIVO,DIRETOR,BANCO,COD,  RESPONSAVEL,SITUAÇÃO,0,,,,,,,,,
15/01/2025,16/01/2025,189290,1,VALORES,JANNE TERESINA,RECEPTIVO,LEANDRO,SANTANDER,314.1,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,16/01/2025,222228,1,VALORES,JANNE TERESINA,RECEPTIVO,LEANDRO,SANTANDER,302,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,16/01/2025,228328,1,valores,DAKINE JARAGUA,RECEPTIVO,ADRIANO,SANTANDER,314.1,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,16/01/2025,225047 ,1,verificar se fez acordo ,OUVIDORIA,RECEPTIVO,ADRIANO,SANTANDER,,MARIA BRUNA,RESOLVIDO,REFINANCIAMENTO,,,,,,,,,
15/01/2025,17/01/2025,193965 ,1,VALORES,JANNE TERESINA,ATIVO,LEANDRO,SANTANDER,308,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,16/01/2025,212164  ,1,VALORES,SAMUEL TERESINA,RECEPTIVO,LEANDRO,SANTANDER,360,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,16/01/2025,225314 ,1,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,PANAMERICANO,512,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,16/01/2025,207009 ,2,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,104,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,16/01/2025,185479,3,valores,TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,RESOLVIDO,,,,,,,,,,
15/1/2025,16/01/2025,205192,1,VALORES,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,504.1,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,16/01/2025,214580,5,"13.000,00",TICKET,RECEPTIVO,LEANDRO,SANTANDER,,GREICY,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,16/01/2025,223626,1,"10.000,00",TICKET,RECEPTIVO,LEANDRO,SANTANDER,312,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,16/01/2025,227468,1,valores,MONITORAMENTO,RECEPTIVO,LEANDRO,ITAÚ,402,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,16/01/2025,210563,1,"R$ 16.500,00",MARCOS BRASILIA,RECEPTIVO,LEANDRO,VOLKSWAGEN,602,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,16/01/2025,203563,,valores,RECEPTIVO,RECEPTIVO,ADRIANO,PANAMERICANO,510,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,16/01/2025,219677,1,"CLIENTE RECEBEU PROPOSTA DE 30.000,00",AF JURIDICO,RECEPTIVO,LEANDRO,BRADESCO,213.2,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
16/01/2025,16/01/2025,213955,1,VALORES,AVULSO,RECEPTIVO,ADRIANO,SANTANDER,316.5,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,16/01/2025,206812,2,VALORES,AVULSO,RECEPTIVO,ADRIANO,PANAMERICANO,514,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,16/01/2025,212924,1,VALORES,AVULSO,RECEPTIVO,ADRIANO,PANAMERICANO,514,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,16/01/2025,214628,1,VALORES,RAILANA FLORIANOPOLIS,RECEPTIVO,ADRIANO,BV FINANCEIRA,102.5,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,16/01/2025,207311,2,"R$ 20.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,SANTANDER,310,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,16/01/2025,209080,1,"R$ 15.000,00",RECEPTIVO,RECEPTIVO,LEANDRO,PANAMERICANO,524,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,211361,1,valores,AF JURIDICO,RECEPTIVO,,SANTANDER,307,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,229866,1,valores,MONITORAMENTO,RECEPTIVO,,BRADESCO,203.6,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,203208 ,2,valores,MONITORAMENTO,RECEPTIVO,,SANTANDER,313.1,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,174704,2,"10.000,00",TICKET,RECEPTIVO,LEANDRO,BRADESCO,207,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,217449,5,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,212,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,17/01/2025,223546,1,ENTRA EM CONTATO COM O CLIENTE ,AUDITORIA ,RECEPTIVO,LEANDRO,ITAÚ,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,17/01/2025,224881,2,"R$ 7.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,SANTANDER,316.5,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
07/01/2025,20/01/2025,126813,2,"R$ 2.000,00",SAMUEL TERESINA,RECEPTIVO,,,,IZABEL,RESOLVIDO,AGUARDANDO MINUTA E BOLETO,,,KATIA,9,,,,,
06/01/2025,17/01/2025,166621,1,"R$ 7.700,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,208,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
08/01/2025,17/01/2025,170389,1,"R$10.000,00",AF JURIDICO,RECEPTIVO,ADRIANO,BRADESCO,233,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
14/01/2025,17/01/2025,151514,1,VALORES,OUVIDORIA,RECEPTIVO,LEANDRO,SAFRA,718,IZABEL,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
15/1/2025,17/01/2025,223381,1,"7.000,00",TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
16/01/2025,17/01/2025,217719,1,VALORES,,RECEPTIVO,ADRIANO,BV FINANCEIRA,101,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
16/01/2025,17/01/2025,197050,,"R$ 3.000,00",AVULSO,RECEPTIVO,,BV FINANCEIRA,112.1,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
14/01/2025,17/01/2025,198059,1,"R$ 12.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,SANTANDER,307,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,204422,1,50% A 80%,"TRINDADE, GO",ATIVO,LEANDRO,BRADESCO,EMPRÉSTIMO,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,47426,1,50% Á 80%,JANNE SÃO LUIS,ATIVO,LEANDRO,BRADESCO,BANCO,IZABEL,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,17/01/2025,174704,2,VALORES,MONITORAMENTO,ATIVO,LEANDRO,BRADESCO,207,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,174600,2,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,BRADESCO,218,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,218175,1,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,BRADESCO,207,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,170894,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,ITAÚ,436,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,184480,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,PANAMERICANO,BANCO,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,197854,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,BV FINANCEIRA,108.2,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,198144,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,215668,1,50% A 80%,"CAXIAS DO SUL, RS",ATIVO,ADRIANO,BRADESCO,258,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,219833,1,50% A 80%,"ITAJAÍ, SC",ATIVO,ADRIANO,BRADESCO,269.1,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,160033,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,259.1,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,195116,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,258.1,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,203793,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,RENNER,4012,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,210781,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,210186,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,201,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,210500,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,PANAMERICANO,504.1,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,215888,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,SANTANDER,310.2,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,215697,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,106,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,217907,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,106,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,222675,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,PANAMERICANO,510,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,167668,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,516,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,170309,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,RENNER,4019.1,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,201456,1,valores,OUVIDORIA,ATIVO,LEANDRO,BV FINANCEIRA,108.2,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,151758,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,ITAÚ,LIMITE,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,212372,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,OMNI,BANCO,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,203219,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,137124,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,BRADESCO,223.1,MONYZA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,17/01/2025,219615,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BRADESCO,259,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,222715,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,102.1,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,137580,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,PANAMERICANO,524,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,17/01/2025,175682,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4032,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,179913,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,108.2,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,190916,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,2020,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,191167,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,empréstimo,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,195768,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,RESOLVIDO,,,,,,,,,,
02/01/2025,17/01/2025,197553,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,17/01/2025,200435,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,,,,,,,,,,
02/01/2025,17/01/2025,208195,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,OMNI,BANCO,MONYZA,RESOLVIDO,APREENDIDO,,,,,,,,,
03/01/2025,17/01/2025,156060,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,339,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
07/01/2025,17/01/2025,221423,2,"R$ 5.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,SANTANDER,BANCO,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
07/01/2025,17/01/2025,199778,2,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,17/01/2025,164938,1,VALORES,MONITORAMENTO,,LEANDRO,BRADESCO,206.1,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,17/01/2025,186965,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BV FINANCEIRA,106,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,17/01/2025,203108,1,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,514.1,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,17/01/2025,204633,1,"9.000,00",TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,101,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,17/01/2025,146929,1,valores,MONITORAMENTO,,LEANDRO,SAFRA,704.1,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,17/01/2025,209529,1,VALORES,VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,BV FINANCEIRA,101,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,17/01/2025,150513,1,VALORES,MONITORAMENTO,,LEANDRO,BRADESCO,252.1,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,17/01/2025,220493,1,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,514,GREICY,RESOLVIDO,APROVADO,,,,,,,,,
13/01/2025,17/01/2025,176093,1,"R$ 8.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,218.1,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
13/01/2025,17/01/2025,197553,2,"R$ 12.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
13/01/2025,17/01/2025,220844,2,"11.500,00",TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,504,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
13/01/2025,17/01/2025,191305,1,VALORES,MONITORAMENTO,RECEPTIVO,,SANTANDER,364,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
13/01/2025,17/01/2025,184462,1,"R$ 2.500,00",MONITORAMENTO,RECEPTIVO,,ITAÚ,406,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
14/01/2025,17/01/2025,223531,1,VALORES,AYAMI BELÉM,RECEPTIVO,,PANAMERICANO,510,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
14/01/2025,17/01/2025,216723,1,"R$30.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,SANTANDER,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
14/01/2025,17/01/2025,224841,1,VALORES,ANDERSON VITORIA,RECEPTIVO,,ITAÚ, 404,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,17/01/2025,236759 ,2,4mil ,KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,SANTANDER,emprestimo ,JULIA,RESOLVIDO,AGÊNCIA,,,,,,,,,
15/01/2025,17/01/2025,200084 ,1,"R$ 10.000,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,PANAMERICANO,535,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,17/01/2025,219766 ,2,"R$ 18.599,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,TOYOTA,,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,17/01/2025,228147 ,4,"R$ 10.000,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,SANTANDER,312.1,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,17/01/2025,233278 ,1,"R$ 7.000,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,SANTANDER,BANCO,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,17/01/2025,217045,1,VALORES,VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,ITAÚ,404,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,17/01/2025,239251 ,1,"R$ 17.000,00",CENTRAL RESGATE,ATIVO,FECHADO,BRADESCO,212,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,18/01/2025,191999 ,1,"R$ 9.000,00",JORGE NATAL,RECEPTIVO,ADRIANO,ITAÚ,406,,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,17/01/2025,167922 ,1,"R$ 12.000,00",FABIO NOVO HAMBURGO ,RECEPTIVO,ADRIANO,BV FINANCEIRA,105,IZABEL,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,17/01/2025,207012 ,2,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,104,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,17/01/2025,211870,1,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,17/01/2025,221535,1,valores,TICKET,RECEPTIVO,LEANDRO,SANTANDER,,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,17/01/2025,232782,1,valores,TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,108.1,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
15/1/2025,17/01/2025,217449,5,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/1/2025,17/01/2025,236197,2,VALORES,MONITORAMENTO,RECEPTIVO,,BRADESCO,208.5,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,216506,1,"R$ 8.000,00",AUDITORIA ,RECEPTIVO,,PANAMERICANO,501,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,222058 ,1,"R$ 10.000,00",ANDERSON VITORIA,RECEPTIVO,,SANTANDER,316.5,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,146862 ,1,VALORES,PATRICIA SÃO JOSE ,RECEPTIVO,ADRIANO,BRADESCO,201,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,168427 ,1,VALORES,VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,RENNER,,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,213677,1,"R$ 11.000,00",,RECEPTIVO,ADRIANO,ITAÚ,402,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,214598 ,2,VALORES,VANESSA PASSO FUNDO,RECEPTIVO,,OMNI,55 99864989,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,219456 ,1,"R$ 10.000,00",ANGELICA ITAJAI,RECEPTIVO,ADRIANO,PANAMERICANO,514,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
16/01/2025,17/01/2025,200068,1,"R$ 50.000,00",MONITORAMENTO,RECEPTIVO,FECHADO,BV FINANCEIRA,102.5,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,226529,1,VALORES,MONITORAMENTO,RECEPTIVO,,SANTANDER,,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,234896,2,"R$ 20.000,00",MONITORAMENTO,RECEPTIVO,LEANDRO,OMNI,807,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,225945 ,1,valores,LEANDRO JUIZ DE FORA,RECEPTIVO,LEANDRO,BRADESCO,212,MONYZA,RESOLVIDO,AGUARDANDO PROCURAÇÃO,,,,,,,,,
16/01/2025,17/01/2025,187704  ,1,"R$ 2.000,00",SAMUEL TERESINA,RECEPTIVO,ADRIANO,BV FINANCEIRA,,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,210233,1,valores,MONITORAMENTO,RECEPTIVO,ADRIANO,SANTANDER,313.1,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,212231 ,1,"R$ 10.000,00",ANDERSON VITORIA,RECEPTIVO,LEANDRO,SANTANDER,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,230317 ,3,valores,CENTRAL RESGATE,RECEPTIVO,REVERSÃO,BRADESCO,210.5,IZABEL,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,238998,1,valores,ELLANY ANAPOLIS,RECEPTIVO,LEANDRO,BRADESCO,,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,216144,1,valores,TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,120,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
16/01/2025,17/01/2025,185712,1,"30.000,00",TICKET,RECEPTIVO,LEANDRO,BRADESCO,213.4,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,17/01/2025,127111,1,valores,RECEPTIVO,RECEPTIVO,,BV FINANCEIRA,102,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,204367,4,VALORES,FRANKLIN NATAL,RECEPTIVO,ADRIANO,BV FINANCEIRA,105,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,204161,1,50% a 50%,OUVIDORIA,RECEPTIVO,LEANDRO,SANTANDER,301,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,17/01/2025,219997 ,2,"R$ 16.343,40",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,HYUNDAI,,JULIANA,RESOLVIDO,,,,,,,,,,
16/01/2025,17/01/2025,207556,2,"R$ 5.000,00",AUDITORIA ,RECEPTIVO,LEANDRO,SANTANDER,314,GREICY,RESOLVIDO,,,,,,,,,,
16/01/2025,17/01/2025,207580,1,"9.500,00",TICKET,RECEPTIVO,LEANDRO,SANTANDER,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,209611,1,VALORES,RECEPTIVO,RECEPTIVO,REVERSÃO,SANTANDER,314,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,204511 ,1,"R$ 15.000,00",MONITORAMENTO,RECEPTIVO,,PANAMERICANO,502.2,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,213351,2,"R$ 10.000,00",,RECEPTIVO,ADRIANO,PANAMERICANO,510,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,207556,2,VALORES,TICKET,RECEPTIVO,LEANDRO,SANTANDER,314,ELIZABETE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,17/01/2025,200450,1,"R$ 13.000,00",MARCOS BRASILIA,RECEPTIVO,,BV FINANCEIRA,104,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,238166,2,"R$ 9.000,00",TICKET,RECEPTIVO,ADRIANO,PANAMERICANO,502.2,ELIZABETE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,17/01/2025,202712,1,valores,MONITORAMENTO,RECEPTIVO,,PANAMERICANO,512,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,196687,2,REVALIDAR CAMPANHA,RECEPTIVO,RECEPTIVO,REVERSÃO,RENNER,4019,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
17/01/2025,17/01/2025,221084,2,CONTATAR O CLIENTE,ELLANY ANAPOLIS,RECEPTIVO,LEANDRO,ITAÚ,401,FABIANA,RESOLVIDO,INFORMAÇÕES ,,,,,,,,,
17/01/2025,17/01/2025,228901,5,VALORES,AF JURIDICO,RECEPTIVO,LEANDRO,BRADESCO,213.4,KATIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
